year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,AM/PM,date
2013,3,3,7,52.0,62.0,25.0,68.0,1700.0,6.0,-3.3,AM,2013-03-03 07:00:00
2013,3,3,8,58.0,75.0,51.0,71.0,2399.0,12.0,-0.3,AM,2013-03-03 08:00:00
2013,3,3,9,81.0,106.0,69.0,72.0,2000.0,15.0,3.4,AM,2013-03-03 09:00:00
2013,3,3,10,84.0,101.0,78.0,84.0,2200.0,17.0,6.5,AM,2013-03-03 10:00:00
2013,3,3,11,106.0,148.0,91.0,93.0,1899.0,20.0,9.0,AM,2013-03-03 11:00:00
2013,3,3,12,110.0,135.0,78.0,89.0,1800.0,24.0,12.2,PM,2013-03-03 12:00:00
2013,3,3,13,113.0,151.0,64.0,80.0,1500.0,30.0,15.6,PM,2013-03-03 13:00:00
2013,3,3,14,100.0,151.0,36.0,53.0,1000.0,52.0,16.6,PM,2013-03-03 14:00:00
2013,3,3,15,68.0,128.0,14.0,20.0,400.0,78.0,17.0,PM,2013-03-03 15:00:00
2013,3,3,16,32.0,90.0,10.0,16.0,400.0,82.0,16.1,PM,2013-03-03 16:00:00
2013,3,3,17,21.0,71.0,27.0,21.0,400.0,76.0,13.9,PM,2013-03-03 17:00:00
2013,3,3,18,16.0,33.0,17.0,22.0,400.0,72.0,12.4,PM,2013-03-03 18:00:00
2013,3,3,19,18.0,43.0,12.0,35.0,600.0,59.0,8.9,PM,2013-03-03 19:00:00
2013,3,3,20,24.0,56.0,27.0,46.0,800.0,45.0,7.7,PM,2013-03-03 20:00:00
2013,3,3,21,29.0,55.0,27.0,42.0,700.0,47.0,6.9,PM,2013-03-03 21:00:00
2013,3,3,22,23.0,46.0,25.0,69.0,1300.0,19.0,6.8,PM,2013-03-03 22:00:00
2013,3,3,23,30.0,78.0,14.0,24.0,700.0,52.0,8.6,PM,2013-03-03 23:00:00
2013,3,4,0,25.0,42.0,30.0,22.0,400.0,57.0,9.2,AM,2013-03-04 00:00:00
2013,3,4,1,16.0,38.0,24.0,13.0,300.0,72.0,7.3,AM,2013-03-04 01:00:00
2013,3,4,2,8.0,31.0,29.0,14.0,300.0,74.0,6.1,AM,2013-03-04 02:00:00
2013,3,4,3,6.0,20.0,4.0,10.0,400.0,76.0,6.6,AM,2013-03-04 03:00:00
2013,3,4,4,7.0,13.0,3.0,10.0,300.0,80.0,4.8,AM,2013-03-04 04:00:00
2013,3,4,5,3.0,14.0,31.0,46.0,600.0,38.0,5.4,AM,2013-03-04 05:00:00
2013,3,4,6,10.0,24.0,43.0,43.0,500.0,39.0,4.2,AM,2013-03-04 06:00:00
2013,3,4,7,12.0,28.0,38.0,38.0,700.0,42.0,6.3,AM,2013-03-04 07:00:00
2013,3,4,8,12.0,32.0,29.0,34.0,700.0,48.0,8.9,AM,2013-03-04 08:00:00
2013,3,4,9,16.0,29.0,21.0,19.0,500.0,65.0,10.2,AM,2013-03-04 09:00:00
2013,3,4,10,14.0,23.0,16.0,12.0,400.0,76.0,11.4,AM,2013-03-04 10:00:00
2013,3,4,11,7.0,16.0,7.0,11.0,400.0,80.0,12.7,AM,2013-03-04 11:00:00
2013,3,4,12,8.0,22.0,6.0,9.0,400.0,85.0,14.6,PM,2013-03-04 12:00:00
2013,3,4,13,14.0,16.0,7.0,9.0,400.0,89.0,15.1,PM,2013-03-04 13:00:00
2013,3,4,14,11.0,13.0,14.0,11.0,400.0,91.0,16.1,PM,2013-03-04 14:00:00
2013,3,4,15,21.0,24.0,11.0,10.0,400.0,95.0,16.1,PM,2013-03-04 15:00:00
2013,3,4,16,10.0,17.0,10.0,12.0,400.0,92.0,14.8,PM,2013-03-04 16:00:00
2013,3,4,17,13.0,15.0,8.0,21.0,400.0,86.0,12.9,PM,2013-03-04 17:00:00
2013,3,4,18,17.0,29.0,14.0,40.0,500.0,81.0,11.3,PM,2013-03-04 18:00:00
2013,3,4,19,32.0,54.0,39.0,63.0,700.0,57.0,8.7,PM,2013-03-04 19:00:00
2013,3,4,20,43.0,71.0,66.0,91.0,1100.0,25.0,5.9,PM,2013-03-04 20:00:00
2013,3,4,21,64.0,99.0,41.0,88.0,1500.0,18.0,4.9,PM,2013-03-04 21:00:00
2013,3,4,22,76.0,123.0,25.0,57.0,1100.0,34.0,4.0,PM,2013-03-04 22:00:00
2013,3,4,23,54.0,75.0,21.0,43.0,1200.0,95.0,4.2,PM,2013-03-04 23:00:00
2013,3,5,0,57.0,69.0,20.0,37.0,900.0,95.0,2.8,AM,2013-03-05 00:00:00
2013,3,5,1,48.0,57.0,38.0,66.0,1600.0,95.0,1.8,AM,2013-03-05 01:00:00
2013,3,5,2,65.0,99.0,32.0,54.0,1399.0,95.0,0.8,AM,2013-03-05 02:00:00
2013,3,5,3,60.0,75.0,20.0,36.0,1100.0,95.0,0.2,AM,2013-03-05 03:00:00
2013,3,5,4,46.0,54.0,40.0,75.0,2299.0,95.0,-0.1,AM,2013-03-05 04:00:00
2013,3,5,5,72.0,113.0,33.0,61.0,1600.0,95.0,-0.4,AM,2013-03-05 05:00:00
2013,3,5,6,56.0,78.0,31.0,53.0,1100.0,95.0,-1.0,AM,2013-03-05 06:00:00
2013,3,5,7,51.0,66.0,34.0,69.0,2000.0,95.0,1.2,AM,2013-03-05 07:00:00
2013,3,5,8,68.0,105.0,40.0,66.0,1600.0,95.0,6.0,AM,2013-03-05 08:00:00
2013,3,5,9,68.0,92.0,64.0,75.0,1899.0,95.0,7.8,AM,2013-03-05 09:00:00
2013,3,5,10,87.0,117.0,81.0,92.0,2000.0,95.0,9.3,AM,2013-03-05 10:00:00
2013,3,5,11,107.0,160.0,66.0,80.0,1500.0,95.0,11.0,AM,2013-03-05 11:00:00
2013,3,5,12,109.0,139.0,52.0,65.0,1399.0,55.0,12.1,PM,2013-03-05 12:00:00
2013,3,5,13,118.0,133.0,56.0,55.0,1300.0,95.0,13.2,PM,2013-03-05 13:00:00
2013,3,5,14,126.0,127.0,57.0,60.0,1300.0,95.0,14.1,PM,2013-03-05 14:00:00
2013,3,5,15,124.0,129.0,62.0,76.0,1500.0,92.0,13.5,PM,2013-03-05 15:00:00
2013,3,5,16,149.0,153.0,59.0,81.0,1500.0,86.0,13.3,PM,2013-03-05 16:00:00
2013,3,5,17,151.0,158.0,74.0,104.0,1600.0,81.0,12.4,PM,2013-03-05 17:00:00
2013,3,5,18,158.0,168.0,64.0,106.0,1700.0,81.0,8.9,PM,2013-03-05 18:00:00
2013,3,5,19,161.0,172.0,69.0,123.0,1899.0,81.0,7.7,PM,2013-03-05 19:00:00
2013,3,5,20,173.0,187.0,68.0,127.0,2299.0,81.0,6.3,PM,2013-03-05 20:00:00
2013,3,5,21,191.0,210.0,55.0,94.0,2100.0,81.0,5.6,PM,2013-03-05 21:00:00
2013,3,5,22,181.0,183.0,52.0,78.0,1899.0,81.0,4.9,PM,2013-03-05 22:00:00
2013,3,5,23,141.0,160.0,50.0,74.0,1899.0,81.0,3.7,PM,2013-03-05 23:00:00
2013,3,6,0,152.0,154.0,65.0,115.0,2700.0,81.0,3.9,AM,2013-03-06 00:00:00
2013,3,6,1,180.0,195.0,52.0,72.0,2000.0,81.0,3.9,AM,2013-03-06 01:00:00
2013,3,6,2,146.0,153.0,53.5,100.0,2399.0,81.0,3.5,AM,2013-03-06 02:00:00
2013,3,6,3,170.0,179.0,55.0,74.0,2449.5,81.0,3.7,AM,2013-03-06 03:00:00
2013,3,6,4,149.0,155.0,59.0,87.5,2500.0,81.0,2.4,AM,2013-03-06 04:00:00
2013,3,6,5,182.0,202.0,79.0,101.0,2500.0,81.0,2.1,AM,2013-03-06 05:00:00
2013,3,6,6,182.0,187.0,86.0,94.0,2399.0,81.0,3.1,AM,2013-03-06 06:00:00
2013,3,6,7,187.0,190.0,82.0,93.0,2700.0,81.0,4.7,AM,2013-03-06 07:00:00
2013,3,6,8,195.0,200.0,86.0,85.0,2299.0,81.0,5.5,AM,2013-03-06 08:00:00
2013,3,6,9,193.0,200.0,81.0,86.0,2799.0,81.0,7.2,AM,2013-03-06 09:00:00
2013,3,6,10,200.0,219.0,109.0,114.0,3600.0,81.0,8.8,AM,2013-03-06 10:00:00
2013,3,6,11,239.0,280.0,123.0,126.0,3700.0,81.0,10.6,AM,2013-03-06 11:00:00
2013,3,6,12,271.0,324.0,142.0,142.0,3799.0,81.0,12.4,PM,2013-03-06 12:00:00
2013,3,6,13,281.0,315.0,118.0,135.0,3399.0,81.0,13.4,PM,2013-03-06 13:00:00
2013,3,6,14,263.0,284.0,121.0,152.0,3600.0,81.0,13.6,PM,2013-03-06 14:00:00
2013,3,6,15,293.0,347.0,118.0,160.0,3299.0,81.0,13.6,PM,2013-03-06 15:00:00
2013,3,6,16,302.0,352.0,112.0,158.0,3100.0,66.0,13.3,PM,2013-03-06 16:00:00
2013,3,6,17,312.0,342.0,107.0,141.0,2700.0,60.0,12.0,PM,2013-03-06 17:00:00
2013,3,6,18,280.0,300.0,110.0,135.0,2600.0,39.0,10.6,PM,2013-03-06 18:00:00
2013,3,6,19,265.0,281.0,104.0,137.0,2700.0,37.0,7.1,PM,2013-03-06 19:00:00
2013,3,6,20,268.0,285.0,107.0,136.0,3299.0,37.0,6.2,PM,2013-03-06 20:00:00
2013,3,6,21,272.0,281.0,136.0,156.0,4799.0,37.0,5.5,PM,2013-03-06 21:00:00
2013,3,6,22,339.0,394.0,118.0,148.0,5500.0,35.0,4.7,PM,2013-03-06 22:00:00
2013,3,6,23,326.0,360.0,113.0,140.0,4500.0,30.0,4.5,PM,2013-03-06 23:00:00
2013,3,7,0,282.0,287.0,98.0,131.0,3899.0,30.0,5.3,AM,2013-03-07 00:00:00
2013,3,7,1,206.0,249.0,77.0,117.0,3399.0,22.0,6.2,AM,2013-03-07 01:00:00
2013,3,7,2,227.0,228.0,80.0,111.0,3000.0,22.0,3.0,AM,2013-03-07 02:00:00
2013,3,7,3,208.0,211.0,72.0,105.0,2899.0,22.0,1.4,AM,2013-03-07 03:00:00
2013,3,7,4,198.0,200.0,73.0,110.0,3700.0,22.0,1.3,AM,2013-03-07 04:00:00
2013,3,7,5,201.0,215.0,67.0,108.0,4700.0,22.0,1.0,AM,2013-03-07 05:00:00
2013,3,7,6,202.0,234.0,72.0,102.0,4400.0,22.0,0.2,AM,2013-03-07 06:00:00
2013,3,7,7,175.0,206.0,65.0,95.0,4400.0,22.0,4.9,AM,2013-03-07 07:00:00
2013,3,7,8,143.0,180.0,114.0,96.0,5099.0,22.0,7.0,AM,2013-03-07 08:00:00
2013,3,7,9,140.0,200.0,92.0,114.0,4599.0,22.0,8.9,AM,2013-03-07 09:00:00
2013,3,7,10,169.0,240.0,138.0,150.0,4200.0,22.0,12.5,AM,2013-03-07 10:00:00
2013,3,7,11,225.0,309.0,100.0,111.0,2299.0,22.0,15.0,AM,2013-03-07 11:00:00
2013,3,7,12,174.0,183.0,58.0,62.0,1300.0,41.0,16.3,PM,2013-03-07 12:00:00
2013,3,7,13,71.0,82.0,46.0,53.0,1100.0,65.0,17.3,PM,2013-03-07 13:00:00
2013,3,7,14,83.0,88.0,53.0,98.0,1600.0,65.0,16.6,PM,2013-03-07 14:00:00
2013,3,7,15,137.0,133.0,73.0,177.0,2500.0,65.0,16.8,PM,2013-03-07 15:00:00
2013,3,7,16,207.0,230.0,81.0,186.0,2899.0,65.0,16.6,PM,2013-03-07 16:00:00
2013,3,7,17,258.0,285.0,80.0,163.0,2799.0,65.0,14.5,PM,2013-03-07 17:00:00
2013,3,7,18,264.0,298.0,77.0,141.0,2500.0,65.0,12.5,PM,2013-03-07 18:00:00
2013,3,7,19,241.0,247.0,105.0,191.0,3200.0,21.0,11.8,PM,2013-03-07 19:00:00
2013,3,7,20,256.0,286.0,98.0,199.0,3399.0,65.0,9.8,PM,2013-03-07 20:00:00
2013,3,7,21,262.0,282.0,96.0,171.0,3000.0,65.0,7.9,PM,2013-03-07 21:00:00
2013,3,7,22,238.0,241.0,82.0,166.0,3799.0,65.0,8.1,PM,2013-03-07 22:00:00
2013,3,7,23,249.0,261.0,70.0,145.0,3500.0,65.0,6.8,PM,2013-03-07 23:00:00
2013,3,8,0,224.0,238.0,60.0,132.0,3200.0,65.0,5.9,AM,2013-03-08 00:00:00
2013,3,8,1,216.0,227.0,68.0,140.0,5299.0,65.0,4.4,AM,2013-03-08 01:00:00
2013,3,8,2,263.0,292.0,71.0,141.0,6299.0,65.0,4.0,AM,2013-03-08 02:00:00
2013,3,8,3,290.0,328.0,68.0,131.0,5000.0,65.0,4.5,AM,2013-03-08 03:00:00
2013,3,8,4,257.0,273.0,63.0,125.0,4700.0,65.0,16.7,AM,2013-03-08 04:00:00
2013,3,8,5,233.0,235.0,57.0,105.0,3299.0,65.0,15.4,AM,2013-03-08 05:00:00
2013,3,8,6,193.0,211.0,30.0,36.0,700.0,65.0,12.7,AM,2013-03-08 06:00:00
2013,3,8,7,72.0,135.0,44.0,85.0,1500.0,65.0,14.9,AM,2013-03-08 07:00:00
2013,3,8,8,79.0,159.0,46.0,84.0,1700.0,65.0,11.2,AM,2013-03-08 08:00:00
2013,3,8,9,85.0,182.0,66.0,87.0,2399.0,65.0,14.5,AM,2013-03-08 09:00:00
2013,3,8,10,180.0,257.0,59.4048,94.0274,2299.5,65.0,17.3,AM,2013-03-08 10:00:00
2013,3,8,11,207.0,264.0,63.0,96.0,2200.0,65.0,19.3,AM,2013-03-08 11:00:00
2013,3,8,12,179.0,222.0,43.0,76.0,1700.0,67.0,20.6,PM,2013-03-08 12:00:00
2013,3,8,13,153.0,202.0,37.0,75.0,1500.0,77.0,21.9,PM,2013-03-08 13:00:00
2013,3,8,14,159.0,244.0,40.0,88.0,1600.0,86.0,17.6,PM,2013-03-08 14:00:00
2013,3,8,15,443.0,653.0,80.0,141.0,4500.0,107.0,14.8,PM,2013-03-08 15:00:00
2013,3,8,16,289.0,438.0,83.0,86.0,2899.0,107.0,13.1,PM,2013-03-08 16:00:00
2013,3,8,17,173.0,252.0,73.0,65.0,1899.0,107.0,11.7,PM,2013-03-08 17:00:00
2013,3,8,18,141.0,213.0,69.0,65.0,1500.0,107.0,10.4,PM,2013-03-08 18:00:00
2013,3,8,19,112.0,182.0,58.0,62.0,1399.0,107.0,9.4,PM,2013-03-08 19:00:00
2013,3,8,20,113.0,158.0,63.0,67.0,1300.0,107.0,8.6,PM,2013-03-08 20:00:00
2013,3,8,21,117.0,138.0,62.0,69.0,1100.0,107.0,7.6,PM,2013-03-08 21:00:00
2013,3,8,22,99.0,118.0,50.0,59.0,1300.0,107.0,6.8,PM,2013-03-08 22:00:00
2013,3,8,23,100.0,132.0,50.0,63.0,1600.0,107.0,5.6,PM,2013-03-08 23:00:00
2013,3,9,0,100.0,133.0,56.0,65.0,1700.0,107.0,4.3,AM,2013-03-09 00:00:00
2013,3,9,1,96.0,103.0,53.0,50.0,1700.0,107.0,3.9,AM,2013-03-09 01:00:00
2013,3,9,2,102.0,132.0,36.0,51.0,1800.0,107.0,3.0,AM,2013-03-09 02:00:00
2013,3,9,3,107.0,128.0,28.0,43.0,1500.0,107.0,2.4,AM,2013-03-09 03:00:00
2013,3,9,4,97.0,112.0,33.0,40.0,1399.0,107.0,1.9,AM,2013-03-09 04:00:00
2013,3,9,5,104.0,123.0,51.0,73.0,1700.0,107.0,2.0,AM,2013-03-09 05:00:00
2013,3,9,6,106.0,128.0,62.0,87.0,1700.0,107.0,1.8,AM,2013-03-09 06:00:00
2013,3,9,7,104.0,131.0,65.0,83.0,1899.0,107.0,6.0,AM,2013-03-09 07:00:00
2013,3,9,8,116.0,162.0,82.0,91.0,2200.0,107.0,14.2,AM,2013-03-09 08:00:00
2013,3,9,9,142.0,366.0,86.0,63.0,1700.0,107.0,16.8,AM,2013-03-09 09:00:00
2013,3,9,10,106.0,579.0,34.0,26.0,900.0,107.0,14.4,AM,2013-03-09 10:00:00
2013,3,9,11,28.0,305.0,8.0,11.0,400.0,107.0,12.9,AM,2013-03-09 11:00:00
2013,3,9,12,35.0,595.0,3.0,4.0,300.0,107.0,10.7,PM,2013-03-09 12:00:00
2013,3,9,13,20.0,438.0,3.0,4.0,300.0,107.0,9.6,PM,2013-03-09 13:00:00
2013,3,9,14,21.0,360.0,3.0,5.0,300.0,107.0,10.3,PM,2013-03-09 14:00:00
2013,3,9,15,22.0,260.0,4.0,7.0,300.0,97.0,10.3,PM,2013-03-09 15:00:00
2013,3,9,16,9.0,191.0,8.0,8.0,300.0,94.0,9.2,PM,2013-03-09 16:00:00
2013,3,9,17,13.0,196.0,3.0,7.0,300.0,94.0,7.7,PM,2013-03-09 17:00:00
2013,3,9,18,15.0,110.0,6.0,9.0,300.0,94.0,6.6,PM,2013-03-09 18:00:00
2013,3,9,19,13.0,83.0,17.0,13.0,400.0,94.0,5.7,PM,2013-03-09 19:00:00
2013,3,9,20,12.0,64.0,13.0,10.0,300.0,94.0,5.0,PM,2013-03-09 20:00:00
2013,3,9,21,8.0,55.0,18.0,12.0,300.0,94.0,4.8,PM,2013-03-09 21:00:00
2013,3,9,22,14.0,29.0,3.0,7.0,400.0,94.0,3.8,PM,2013-03-09 22:00:00
2013,3,9,23,8.0,22.0,3.0,8.0,400.0,94.0,3.4,PM,2013-03-09 23:00:00
2013,3,10,0,12.0,20.0,3.0,10.0,500.0,94.0,4.4,AM,2013-03-10 00:00:00
2013,3,10,1,13.0,19.0,7.0,14.0,500.0,94.0,4.9,AM,2013-03-10 01:00:00
2013,3,10,2,10.0,11.0,8.0,15.0,600.0,94.0,4.5,AM,2013-03-10 02:00:00
2013,3,10,3,3.0,7.0,9.0,24.0,500.0,94.0,4.1,AM,2013-03-10 03:00:00
2013,3,10,4,3.0,8.0,11.0,24.0,400.0,94.0,4.7,AM,2013-03-10 04:00:00
2013,3,10,5,3.0,14.0,19.0,19.0,300.0,94.0,4.3,AM,2013-03-10 05:00:00
2013,3,10,6,10.0,13.0,22.0,20.0,300.0,94.0,3.6,AM,2013-03-10 06:00:00
2013,3,10,7,12.0,18.0,27.0,43.0,500.0,94.0,5.7,AM,2013-03-10 07:00:00
2013,3,10,8,20.0,46.0,31.0,67.0,1100.0,94.0,8.0,AM,2013-03-10 08:00:00
2013,3,10,9,16.0,17.0,14.0,31.0,600.0,94.0,9.4,AM,2013-03-10 09:00:00
2013,3,10,10,6.0,10.0,9.0,16.0,400.0,94.0,10.6,AM,2013-03-10 10:00:00
2013,3,10,11,12.0,32.0,14.0,25.0,400.0,94.0,10.4,AM,2013-03-10 11:00:00
2013,3,10,12,21.0,48.0,12.0,24.0,400.0,94.0,11.3,PM,2013-03-10 12:00:00
2013,3,10,13,20.0,36.0,11.0,20.0,500.0,94.0,12.1,PM,2013-03-10 13:00:00
2013,3,10,14,22.0,37.0,12.0,19.0,400.0,92.0,11.9,PM,2013-03-10 14:00:00
2013,3,10,15,27.0,45.0,11.0,19.0,400.0,103.0,11.7,PM,2013-03-10 15:00:00
2013,3,10,16,40.0,69.0,13.0,22.0,400.0,103.0,10.9,PM,2013-03-10 16:00:00
2013,3,10,17,41.0,75.0,30.0,28.0,500.0,103.0,9.5,PM,2013-03-10 17:00:00
2013,3,10,18,47.0,82.0,58.0,44.0,500.0,103.0,8.8,PM,2013-03-10 18:00:00
2013,3,10,19,51.0,102.0,30.0,44.0,600.0,103.0,7.2,PM,2013-03-10 19:00:00
2013,3,10,20,69.0,118.0,29.0,73.0,900.0,103.0,5.8,PM,2013-03-10 20:00:00
2013,3,10,21,80.0,118.0,35.0,68.0,1100.0,103.0,4.7,PM,2013-03-10 21:00:00
2013,3,10,22,95.0,131.0,42.0,81.0,1300.0,103.0,4.2,PM,2013-03-10 22:00:00
2013,3,10,23,93.0,127.0,41.0,73.0,1300.0,103.0,2.3,PM,2013-03-10 23:00:00
2013,3,11,0,79.0,107.0,34.0,53.0,1100.0,103.0,1.6,AM,2013-03-11 00:00:00
2013,3,11,1,69.0,89.0,26.0,38.0,1000.0,103.0,0.5,AM,2013-03-11 01:00:00
2013,3,11,2,91.0,137.0,36.0,81.0,2100.0,103.0,0.1,AM,2013-03-11 02:00:00
2013,3,11,3,78.0,102.0,34.0,58.0,1200.0,103.0,-1.4,AM,2013-03-11 03:00:00
2013,3,11,4,76.0,98.0,32.0,59.0,1300.0,103.0,-2.0,AM,2013-03-11 04:00:00
2013,3,11,5,91.0,141.0,31.0,83.0,2299.0,103.0,-1.8,AM,2013-03-11 05:00:00
2013,3,11,6,98.0,164.0,37.0,78.0,2100.0,103.0,-1.7,AM,2013-03-11 06:00:00
2013,3,11,7,83.0,109.0,34.0,73.0,1399.0,103.0,-0.2,AM,2013-03-11 07:00:00
2013,3,11,8,114.0,173.0,53.0,79.0,2299.0,103.0,2.7,AM,2013-03-11 08:00:00
2013,3,11,9,120.0,186.0,67.0,82.0,2100.0,103.0,4.9,AM,2013-03-11 09:00:00
2013,3,11,10,125.0,180.0,96.0,85.0,1800.0,103.0,6.3,AM,2013-03-11 10:00:00
2013,3,11,11,117.0,153.0,70.0,66.0,1399.0,103.0,6.8,AM,2013-03-11 11:00:00
2013,3,11,12,129.0,153.0,78.0,70.0,1500.0,103.0,8.3,PM,2013-03-11 12:00:00
2013,3,11,13,128.0,153.0,75.0,74.0,1399.0,103.0,9.0,PM,2013-03-11 13:00:00
2013,3,11,14,150.0,181.0,85.0,97.0,1700.0,103.0,9.8,PM,2013-03-11 14:00:00
2013,3,11,15,152.0,170.0,89.0,102.0,1600.0,103.0,10.0,PM,2013-03-11 15:00:00
2013,3,11,16,150.0,172.0,103.0,105.0,1500.0,96.0,10.0,PM,2013-03-11 16:00:00
2013,3,11,17,148.0,173.0,119.0,105.0,1500.0,75.0,9.8,PM,2013-03-11 17:00:00
